input,passive learning,active learning,constructive learning,interactive learning,other / not applicable (ICAP),ICAP validation,individual activity,individual product,collective activity,collective product,other / not applicable (social level),Social nature validation,orientation,conceptualisation,investigation,conclusion,discussion,other / not applicable (IBL),IBL validation,remember,understand,apply,analyze,evaluate,create,other / not applicable (Bloom),Bloom validation,retrieval,comprenhesion,analysis,knowledge utilization,other / not applicable (Marzano),Marzano validation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>This is a <a href=""http://grassp.eu"" target=""_blank"">Graasp</a> document where one can have words in <strong>bold</strong> and <em>italics</em>.<br></p>",0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p><em>Merci </em>d'<strong>écrire un commentaire ;-)</strong></p>,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Create your hypothesis</p>,0%,0%,100%,0%,0%,TRUE,0%,100%,0%,0%,0%,TRUE,0%,100%,0%,0%,0%,0%,TRUE,0%,0%,100%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Q</p>,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,75%,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,75%,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>The École polytechnique fédérale de Lausanne (EPFL) is a research institute and university in Lausanne, Switzerland, that specializes in natural sciences and engineering.[4] It is one of the two Swiss Federal Institutes of Technology, and it has three main missions: education, research and technology transfer at the highest international level.</p>",100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>This is a chapter</p>,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>The roots of modern-day EPFL can be traced back to the foundation of a private school under the name École spéciale de Lausanne in 1853 at the initiative of Lois Rivier, a graduate of the École Centrale Paris and John Gay, the then professor and rector of the Académie de Lausanne. At its inception it had only 11 students and the offices was located at Rue du Valentin in Lausanne. In 1869, it became the technical department of the public Académie de Lausanne. When the Académie was reorganised and acquired the status of a university in 1890, the technical faculty changed its name to École d'ingénieurs de l'Université de Lausanne. In 1946, it was renamed the École polytechnique de l'Université de Lausanne (EPUL). In 1969, the EPUL was separated from the rest of the University of Lausanne and became a federal institute under its current name. EPFL, like ETH Zurich, is thus directly controlled by the Swiss federal government. In contrast, all other universities in Switzerland are controlled by their respective cantonal governments. Following the nomination of Patrick Aebischer as president in 2000, EPFL has started to develop into the field of life sciences. It absorbed the Swiss Institute for Experimental Cancer Research (ISREC) in 2008.[12]</p>",100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>École spéciale de Lausanne 1857</p>,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>In 1946, there were 360 students. In 1969, EPFL had 1,400 students and 55 professors. In the past two decades the university has grown rapidly and as of 2012 roughly 14,000 people study or work on campus, about 9,300 of these being Bachelor, Master or PhD students. As EPFL first became a federal institute under its current name in 1969, with a student body of then less than 1500, the university is included in the Times Higher Education list of top 100 universities under 50 years old. The environment at modern day EPFL is highly international with the school now attracting top students and researchers from all over the world. More than 125 countries are represented on the campus and the university has two official languages, French and English.</p>",100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>This is a chapter</p>,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Like every public university in Switzerland, EPFL is obliged to grant admission to every Swiss resident who took the maturitÃ© high-school certificate recognized by the Swiss Federation. However, international students are required to have a final grade average of 80% or above of the maximum grade of the upper secondary school national system. As such, for Swiss students, EPFL is not selective in its undergraduate admission procedures. The real selection process happens during the first year of study. This period is called the propaedeutic cycle and the students must pass a block examination of all the courses taken during the first year at the end of the cycle. If the weighted average is insufficient, a student is required to retake the entire first year of coursework if they wish to continue their studies at the school. Roughly 50% of students fail the first year of study, and many of them choose to drop out rather than repeat the first year.[13] The failure rate for the propaedeutic cycle differs between fields of study, it is highest for Mathematics, Physics and Electrical Engineering majors where only 30""""40% of students pass the first year. For foreign students, the selection procedure towards the undergraduate program is rather strict, and since most undergraduate courses are taught in French, foreign students must provide documentation of having acquired a level B2 proficiency as measured on the CEF scale, though C1 proficiency is recommended. As at all universities in Switzerland, the academic year is divided into two semesters. Regular time to reach graduation is six semesters for the Bachelor of Science degree and four additional semesters for the Master of Science degree. Though only 58% of the student's who manage to graduate are able to graduate within this time-period.[13] The possibility to study abroad for one or two semesters is offered during the 3rd year of study under certain conditions as EPFL maintains several long-standing student exchange programs, such as the junior year engineering and science program with Carnegie Mellon University in the United States, as well as a graduate Aeronautics and Aerospace program with the ISAE in France. The final semester is dedicated to writing a thesis. Entrepreneurship is actively encouraged to foster a start-up culture among the student body as evident by the EPFL Innovation Park being an integral part of campus. Since 1997, 12 start-ups have been created per year on average by EPFL students and faculty. In the year 2013, a total of 105 million CHF was raised by EPFL start-ups.[14]",100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Une desc qui casse tout ?</p>,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>This is a chapter</p>,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>The three most widely observed international university rankings, QS World University Rankings, Academic Ranking of World Universities and Times Higher Education World University Rankings ranks EPFL 5th, 2nd and 5th respectively in Europe in their 2017 rankings. In the rankings EPFL competes with Cambridge, Oxford, Imperial College London and its sister institution, ETH Zurich, for the European top five spots in Engineering and Technology.</p><p>QS World University Ranking 2017/2018 ranks EPFL as the world's 12th best university across all fields, and world 11th in the Natural Sciences subcategory.[15] Academic Ranking of World Universities 2016 ranks EPFL world 11th and Europe 2nd in the Engineering, Technology and Computer Sciences category.[16] THE World University Rankings 2016–2017 ranks EPFL world 11th in the Engineering and Technology subcategory.[17]<br>EPFL typically scores high on faculty to student ratio, international outlook and scientific impact. The specialized CWTS Leiden Ranking[18] that ""aims to provide highly accurate measurements of the scientific impact of universities"" ranks EPFL world 13th, and 1st in Europe in the 2013 rankings for all the sciences.<br>Although EPFL generally ranks among the worlds best universities on measures such as citation index, international outlook and scientific impact, due to the young age and small size of the school, it tends to rank comparatively low in name-brand surveys. A recent example of this being the Times 2017 reputation ranking where EPFL was ranked world 45th, comparatively low for EPFL.[19] In recent years, multiple EPFL faculty members have been selected as Young Global Leader or as Young Scientist by the World Economic Forum, increasing the visibility of EPFL outside tech circles.[20]<br>The Times 100 Under 50 Rankings is a ranking of the top 100 universities in the world under 50 years old. Since EPFL in its current form was formed in 1969, EPFL is included in this ranking. EPFL was ranked 1st in the world for three years in a row in 2015,[21] 2016 [22][23] and 2017.[24] Times Higher Education also ranked EPFL as the most international university in the world two years in a row 2014[25] and 2015.[26]</p>",100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"As well as this broad subject area ranking, rankings are also available for the following individual Engineering & Technology subjects: Computer Science & Information Systems Chemical Engineering",100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"As well as this broad subject area ranking, rankings are also available for the following individual Engineering & Technology subjects: Computer Science & Information Systems Chemical Engineering",100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>This is a chapter</p>,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>This is a chapter</p>,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,75%,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L'Ecole polytechnique fédérale de Lausanne (EPFL) est un institut de recherche et une université à Lausanne, en Suisse, spécialisé dans les sciences naturelles et l'ingénierie. C'est l'une des deux Ecoles polytechniques fédérales suisses et elle a trois missions principales : l'enseignement, la recherche et le transfert de technologie au plus haut niveau international.",0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<h1>Hello !!!!</h1>  <div style=""background:red""></div><h1>Hello !!!!</h1>  <div style=""background:red"">wef</div>",0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,0%,100%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Homepage Hacker Noon AMA W/ BLOCKSTACK CEOAILATESTTOP2.0CRYPTODEVJOIN COMMUNITY A guide to giving your cats their annual performance review Go to the profile of Thryn Thryn Dec 19, 2016  My cat Linus, who is kind of a jerk but I just love his fuzzy little face. As the year draws to a close, it’s time to sit down with your cats and give them feedback on how they’ve been performing. To help you prepare for the conversation, I’ve written a few guidelines from my own experiences.  Evaluate against a standard When thinking about how your cat is meeting expectations, ensure that you are evaluating against a standard. It should take into account the cat’s level which is ultimately based on age and breed. A level 2 cat such as a 6 month old Persian kitten will not have the same performance expectations as a level 5 cat like an 8-year-old gray tabby. Ideally you’ve discussed these expectations with your cat at length. They should be reasonable and achievable while still providing enough of a challenge to allow for personal growth. Some sample performance goals can include: number of hours of expected sleep during the day (aim for 16–18); time spent playing in boxes; level of cuteness on a scale from 1–10 (this should be maintained with self-grooming and a general posture of perky ears and wide eyes).  Focus on impact In order to help your cat grow, your feedback must be specific and actionable. By using the situation-behavior-impact (SBI) model, your cat will be able to understand the rationale behind your feedback. An example conversation might go: “Skittles, when I was sleeping and you jumped on the bed and meowed in my face at 4am, it woke me up and that made me feel angry and tired all day. One way you can have more positive impact is to STFU and sleep until at least 8am.”  How to frame a needs-improvement discussion This can be challenging. Your cat might get defensive, or worse, ignore you entirely and pretend that she doesn’t understand you. Don’t be fooled. She understands everything you say. When your cat is not meeting expectations, you’ll need to be prepared with a performance improvement plan or PIP. This PIP should include specific steps your cat will need to take in order to meet the expectations of her role and level. You can tell her, for example, that the number of times she jumps on the counter and gets her poo-poo paws all over your food prep areas is unacceptable and must be reduced by at least 80% over the next quarter.  It may be necessary to remind her just what a lucky SOB she is to have food and a warm place to sleep on these cold winter nights. Help your cat understand the consequences if performance does not improve. It may be necessary to remind her just what a lucky SOB she is to have food and a warm place to sleep on these cold winter nights. As your cat’s manager, you should also be aware of your own role in her performance. Are you present enough? Does she get adequate space to grow, play? Have you provided the necessary toys and furniture to scratch? It’s unfair to punish your cats for scratching the couch and destroying your nice things if you haven’t given them a proper scratching post.  Cupcake Schoolbus tries to demonstrate impact by destroying my f-ing blinds. When to give team feedback vs individual feedback You should be having regular individual 1:1s with your cats. Any negative feedback should be given privately so as not to embarrass or shame one cat in front of the group. However, some feedback can be given in a group setting when it benefits the whole team. For example, you can share with all of your cats how much you appreciate their adorable fuzzy faces and how cute they are when they make biscuits on your lap before curling up for a good snuggle.  Skittles, I loved that time you tried to jump on the bookshelf but completely missed and fell. I laughed for days. Don’t leave out the positive You might be more concerned with your cat’s negative behaviors but it’s important to show appreciation where it is due. Again, follow the SBI model: “Skittles, I loved that time you tried to jump on the bookshelf but completely missed and fell. I laughed for days. The video got me over 50 likes on Instagram.” Remember it’s your job to support your cats as they grow, encourage them to lean in, and work hard at being cats.  Follow Linus and Cupcake Schoolbus on Instagram @linus_hates_cupcake  CatsLeadershipManagementSatireWork Go to the profile of Thryn Thryn Medium member since Jul 2018 Design Manager at Google  Hacker Noon Hacker Noon how hackers start their afternoons.  Hacker Noon Never miss a story from Hacker Noon, when you sign up for Medium. Learn more",100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>In MEttLE you will:</p><p>1) Solve this estimation problem.</p><p>2) Learn the process of solving such estimation problems.</p><p>You can swipe up the ""Tools"" tab at the bottom of the page to add your notes at any time.</p>",0%,0%,100%,0%,0%,TRUE,0%,100%,0%,0%,0%,TRUE,100%,0%,0%,0%,0%,0%,TRUE,0%,0%,100%,0%,0%,0%,0%,TRUE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
